title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Volveré,movie,Drama,2023,tt29106482,7.9,29,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Vanishing Soldier",movie,"Drama, Thriller, War",2023,tt27817584,6.3,237,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"O Faixa Preta",movie,"Biography, Drama, Sport",2022,tt23651588,6.9,112,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"In the Company of Women",movie,Drama,2023,tt21957904,6.3,400,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"50 km/h",movie,Comedy,2024,tt27395353,6,485,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Beyond 'The Golden Compass': The Magic of Philip Pullman",movie,Documentary,2007,tt1147716,7,61,"AR, BE, BO, BR, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, JM, LC, MX, NO, PA, PE, PY, SE, SV, TC, UY, VE"
Rispet,movie,Drama,2023,tt15502282,4.1,33,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Jason Isbell: Running With Our Eyes Closed",movie,"Documentary, Music",2023,,,,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, US"
Confessions,movie,Thriller,2023,tt20196104,6.7,610,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"1000% Me: Growing Up Mixed",movie,Documentary,2023,tt27561913,7.3,193,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"How We Get Free",movie,"Documentary, Short",2023,tt26909136,6.2,181,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Land of Women",movie,Drama,2023,tt7143882,5.4,67,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Diary of Paulina P.",movie,Family,2023,tt27190968,6.4,203,"BA, BG, HR, ME, MK, RS, SI"
"They Called Him Mostly Harmless",movie,"Crime, Documentary, Mystery",2024,tt31049718,5.9,2996,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Foremost by Night",movie,Drama,2023,tt21882016,5.8,211,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Taz: Quest for Burger",movie,"Adventure, Animation, Comedy",2023,tt27469256,6.1,110,"DK, FI, NO, SE"
"Traces of Love",movie,"Comedy, Drama, Fantasy",2024,tt30982333,6.5,844,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Blackbird Blackbird Blackberry",movie,Drama,2023,tt27737950,7,1266,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Smoking Tigers",movie,Drama,2023,tt21097936,6.1,235,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"A Revolution on Canvas",movie,"Documentary, Thriller",2023,tt27549854,7.4,111,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, US"
"Taylor Mac's 24-Decade History of Popular Music",movie,"Documentary, Music",2023,tt27549751,7.6,148,"AD, BA, BG, BO, BR, CL, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, US, UY, VE"
Vika!,movie,Documentary,2023,tt27773947,6.4,148,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, PL, PT, RO, RS, SI, SK"
"Lemon Tree",movie,"Drama, Short",2023,tt27543446,6.4,211,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"As It Was",movie,"Drama, Short",2023,tt27611321,6.1,52,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Inkar,movie,"Action, Short",2023,tt30333311,,,"AG, BB, BS, HN, NI, TT, US"
"When in Rome",movie,"Comedy, Drama, Romance",2024,tt27123082,6.2,594,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Even Though It's Night",movie,"Drama, Short",2023,tt20356046,6.3,93,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Babylon 5: The Road Home",movie,"Animation, Sci-Fi",2023,tt27712788,6.6,1666,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"The A-Team",movie,,2021,,,,"AG, BB, BS, HN, NI, RS, TT, US"
"After the Bite",movie,Documentary,2023,tt14746834,6.1,453,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Donyale Luna: Supermodel",movie,Documentary,2023,tt21046314,7.2,269,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Better Times",movie,"Comedy, Drama",2023,tt21875240,6.3,706,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"El Delfín",movie,Drama,2022,,,,"AD, BE, ES, FR, MC"
"Lego Friends: The Next Chapter: New Beginnings",movie,Family,2023,tt26485614,7,51,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Breaking Point",movie,Sport,2023,tt12053110,4.5,378,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Sun Moon",movie,"Drama, Romance",2023,tt14999006,5.4,316,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"South to Black Power",movie,Documentary,2023,tt21630662,5,252,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Take Me Away",movie,,2022,,,,HU
"The Remaining",movie,"Comedy, Drama",2023,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Brutal Heat",movie,Drama,2023,tt28544245,4.4,159,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Snake Gas",movie,Drama,2023,tt19636278,3.5,27,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Splashback,movie,"Comedy, Drama, History",2023,tt28024611,9.1,67,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Monólogos da Vacina",movie,,2023,,,,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Mommy,movie,Documentary,2022,,,,"DK, FI, NO, SE"
"Scooby-Doo! And Krypto, Too!",movie,"Action, Adventure, Animation",2023,tt28508231,6,1150,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Justice League x RWBY: Super Heroes and Huntsmen Part Two",movie,"Action, Adventure, Animation",2023,tt28786861,5.7,641,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NL, NO, PL, RO, RS, SE, SI, SK, US"
"The List",movie,Comedy,2023,tt12917050,4.9,5003,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Zest for Death: A Hannah Swensen Mystery",movie,Mystery,2023,tt28818186,6.9,587,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Possessions,movie,Horror,2024,tt14853700,3.8,805,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Seventh Heaven",movie,Comedy,2023,tt28222642,6.3,237,"BA, BG, HR, ME, MK, RS, SI"
"Baby Looney Tunes: Backyard Adventures",movie,Family,2003,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Ready Jet Go! Space Camp",movie,"Animation, Family",2023,tt28504880,6.7,23,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Punch,movie,"Comedy, Short",2023,tt26927404,,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
"Una decisión difícil",movie,,2021,,,,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
"Everybody Knows",movie,Drama,2023,,,,PL
"Popular Theory",movie,"Adventure, Comedy, Family",2023,tt21956238,5.8,300,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"AKA Mr. Chow",movie,Documentary,2023,tt28805537,6.8,289,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Beyond the Headlines: The Gabby Petito Story",movie,"Crime, Documentary",2022,,,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Lil Nas X: Long Live Montero",movie,"Documentary, Music",2023,tt28609811,6.1,289,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"De olhos abertos",movie,Animation,2023,,,,US
"Mamonas Assassinas: O Filme",movie,"Biography, Drama, Music",2023,tt24326062,5,1140,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Moving On",movie,Documentary,2022,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"No Accident",movie,Documentary,2023,tt28798353,6.4,398,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Sniper: G.R.I.T. - Global Response & Intelligence Team",movie,Action,2023,tt28487871,5.1,1346,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Fighting,movie,Drama,2023,,,,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Stranger in the Woods",movie,Thriller,2024,tt19316408,3.5,1168,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Hotsureru,movie,"Drama, Romance",2023,tt30700501,5.8,127,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Swan Princess: Far Longer Than Forever",movie,"Animation, Family",2023,tt29768517,4.3,58,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Taste of Cherry",movie,"Drama, Short",2022,tt21616398,6.4,5,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Anyone But Her",movie,"Comedy, Romance",2024,tt29079096,4.9,254,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Ringleader: The Case of the Bling Ring",movie,"Documentary, Crime",2023,,,,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"My Muslim Husband",movie,Documentary,2023,tt27909629,4.4,155,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
Outrage,movie,Thriller,2023,tt15192822,3.6,314,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Albert Brooks: Defending My Life",movie,"Biography, Documentary",2023,tt20274588,7.4,1545,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Bulldog,movie,"Drama, Short",2023,tt27678793,,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Night and Day",movie,Drama,2010,tt1719543,6.7,172,US
"The Sibyl",movie,Drama,2022,tt17939670,5.8,138,PT
"Reunión 10 años – No se aceptan devoluciones",movie,Comedy,2023,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
50%,movie,"Action, Short",2023,tt28628711,,,"HN, RS, US"
"Ghost Adventures: Devil Island",movie,"History, Documentary",2023,,,,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Stand Up & Shout: Songs from a Philly High School",movie,Documentary,2023,tt29417104,6.3,51,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Genie,movie,"Comedy, Fantasy",2023,tt24429218,5.9,9290,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"The Insurrectionist Next Door",movie,Documentary,2023,tt29466126,6.3,849,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Vantage Point",movie,,2023,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"David Holmes: The Boy Who Lived",movie,Documentary,2023,tt29491918,7.7,3932,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Lo dejo cuando quiera",movie,"Western, Action, Drama, Crime",2023,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Soccer Soul",movie,"Documentary, Sport",2023,tt30342692,7.1,674,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Amour d'Hiver",movie,"Romance, Short",2023,tt29519760,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, PA, PE, PY, SV, TC, US, UY, VE"
"A Christmas Serenade",movie,Romance,2023,tt29624046,5.9,121,"BS, NI, TT"
"Christmas of Yes",movie,Romance,2023,tt29624253,5.9,186,"AG, BB, BS, NI, TT"
"The Christmas Detective",movie,Mystery,2023,tt29628639,6.2,131,"AG, BB, BS, NI, TT"
"Christmas Revisited",movie,Romance,2023,tt29623945,6.2,42,"AG, BB, BS, NI, TT"
"Uma Breve História do Sound System",movie,,2023,,,,"AG, BB, BS, HN, NI, TT, US"
"Instant love",movie,Drama,2023,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Birdman",movie,"Adventure, Biography, Documentary",2014,tt4131452,5.5,53,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Merry Circus",movie,Documentary,2009,tt6504736,7.4,19,"CZ, HU, MD, RO, SK"
"Young Hearts",movie,Comedy,2020,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Justice League: Crisis on Infinite Earths - Part Two",movie,"Action, Adventure, Animation",2024,tt30150907,5.5,4352,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"An Irish Goodbye",movie,"Drama, Short",2022,tt27753393,6.2,11,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Café Marylin",movie,"Drama, Short, Thriller",2022,tt21440792,7.6,67,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"One More Shot",movie,"Action, Thriller",2024,tt27110516,5.4,3222,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Daniel,movie,"Adventure, Biography, Documentary",2023,tt3180090,7.6,504,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Matrix: Generation",movie,Documentary,2024,tt30849138,6.3,238,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Oprah and the Color Purple Journey",movie,Documentary,2023,tt30781889,5.3,34,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Worst Man in London",movie,"Crime, Drama",2024,tt15023958,6.1,96,PT
Hyperstition,movie,"Comedy, Short",2021,tt21111208,5.9,15,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Full Life",movie,Drama,2024,,,,"CZ, RO"
"Quiet House",movie,Documentary,2011,,,,"AG, BB, BS, NI, TT"
"O Real Mundo de Any Malu: Primeiro Dia",movie,Animation,2023,tt28004158,7.6,9,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Yolo,movie,"Action, Comedy, Drama",2024,tt28151876,6.9,3107,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"MoviePass, MovieCrash",movie,"Comedy, Crime, Documentary",2024,tt14257662,6.7,1992,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Unbreakable Tatiana Suarez",movie,"Documentary, Sport",2024,tt30955308,6.6,159,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Ramy Youssef: More Feelings",movie,Comedy,2024,tt31039503,7,593,US
"Megamind vs. The Doom Syndicate",movie,"Action, Adventure, Animation",2024,tt31122323,2.4,5095,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"V Síti: Za Skolou",movie,Documentary,2020,tt11894028,8.6,31,"CZ, SK"
"Mientras seamos jóvenes",movie,"Comedy, Drama",2015,,,,"AG, BB, BS, CZ, HN, HU, MD, NI, RO, SK, TT, US"
"Temos Vagas",movie,Comedy,2024,,,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
"Brandy Hellville & the Cult of Fast Fashion",movie,Documentary,2024,tt31189910,6.2,989,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"A Woman with a Movie Camera",movie,,2024,,,,"AG, BB, BS, HN, NI, TT, US"
"Amba: The Russian Tiger",movie,Documentary,2005,,,,"AG, BB, BS, HN, NI, RS, TT, US"
"Jurassic park (YouTube Short)",movie,,2022,,,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
"A hangya és a tücsök",movie,Short,2007,tt1086309,6.7,22,HU
Remember?,movie,"Drama, Romance, Short",2025,tt31036662,,,"AG, BB, BS, HN, NI, TT"
"Alex Edelman: Just for Us",movie,"Comedy, Documentary",2024,tt31727542,7.7,773,FR
Bestia,movie,Animation,2024,,,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Bibi Andersson, Ingmar Bergman, and Liv Ullmann on PERSONA",movie,Documentary,1966,,,,"AG, BB, BS, HN, NI, TT, US"
"El Paradís",movie,"Comedy, Short",2023,tt31863861,,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
"An American Bombing: The Road to April 19th",movie,Documentary,2024,tt31868785,6.8,800,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Quad Gods",movie,Documentary,2024,tt32139436,7,111,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Nikki Glaser: Someday You'll Die",movie,"Comedy, Drama",2024,tt32149504,6.7,1189,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Stevie Van Zandt: Disciple",movie,"Biography, Documentary, Music",2024,tt32149801,7.9,521,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Firewire Sniper",movie,"Action, Crime, Drama",2024,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
